Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
151,MX-2013-106782,2020-10-19 00:00:00,2020-10-23 00:00:00,Standard Class,BE-11335,FUR-CH-10003853,195.78,3,0,9.78,17.9,Medium
152,MX-2013-106782,2020-10-19 00:00:00,2020-10-23 00:00:00,Standard Class,BE-11335,OFF-BI-10003184,19.3,5,0,7.1,1.01,Medium
153,MX-2013-106782,2020-10-19 00:00:00,2020-10-23 00:00:00,Standard Class,BE-11335,FUR-CH-10002010,193.1,5,0,79.1,2.88,Medium
168,MX-2013-127621,2020-11-20 00:00:00,2020-11-23 00:00:00,Second Class,DJ-13630,FUR-CH-10001114,30.816,1,0.2,9.616,2.87,Medium
169,US-2013-103513,2020-12-26 00:00:00,2020-12-28 00:00:00,Second Class,YS-21880,OFF-PA-10001516,10.512,1,0.4,-2.808,3.16,Critical
170,MX-2013-131436,2020-12-06 00:00:00,2020-12-12 00:00:00,Standard Class,BW-11200,FUR-CH-10000343,731.424,3,0.2,118.824,54.04,Medium
172,MX-2013-141446,2020-03-22 00:00:00,2020-03-28 00:00:00,Standard Class,MO-17500,OFF-BI-10004142,10.72,2,0,4.48,1.42,Low
173,MX-2013-141446,2020-03-22 00:00:00,2020-03-28 00:00:00,Standard Class,MO-17500,TEC-CO-10004152,342.5136,4,0.002,61.0736,44.54,Low
174,MX-2013-141446,2020-03-22 00:00:00,2020-03-28 00:00:00,Standard Class,MO-17500,OFF-AP-10001682,46.98,1,0,9.86,3.41,Low
175,MX-2013-141446,2020-03-22 00:00:00,2020-03-28 00:00:00,Standard Class,MO-17500,TEC-AC-10004620,56.2,2,0,15.16,2.99,Low
176,MX-2013-119795,2020-11-18 00:00:00,2020-11-23 00:00:00,Standard Class,JS-15685,OFF-BI-10000813,165.9,5,0,19.9,18.48,High
177,MX-2013-119795,2020-11-18 00:00:00,2020-11-23 00:00:00,Standard Class,JS-15685,OFF-EN-10004470,12.8,2,0,4.96,0.91,High
178,MX-2013-119795,2020-11-18 00:00:00,2020-11-23 00:00:00,Standard Class,JS-15685,OFF-PA-10003708,119.04,6,0,1.08,11.43,High
179,MX-2013-120453,2020-06-24 00:00:00,2020-06-26 00:00:00,Second Class,TB-21175,FUR-BO-10003326,494.8,5,0,113.8,28.91,Medium
180,MX-2013-120453,2020-06-24 00:00:00,2020-06-26 00:00:00,Second Class,TB-21175,OFF-AP-10002625,1111.56,6,0,200.04,115.53,Medium
181,MX-2013-120453,2020-06-24 00:00:00,2020-06-26 00:00:00,Second Class,TB-21175,TEC-AC-10001948,370.4,10,0,55.4,32.33,Medium
182,MX-2013-120453,2020-06-24 00:00:00,2020-06-26 00:00:00,Second Class,TB-21175,FUR-BO-10003284,394.2,3,0,90.66,37.3,Medium
183,MX-2013-120453,2020-06-24 00:00:00,2020-06-26 00:00:00,Second Class,TB-21175,OFF-ST-10004190,14.4,2,0,3.28,1.16,Medium
186,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,OFF-EN-10002396,74.34,3,0,17.82,12.46,Medium
187,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,FUR-CH-10001130,121.58,1,0,15.8,2.52,Medium
188,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,TEC-CO-10004981,159.68,2,0.002,70.08,21.11,Medium
189,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,FUR-TA-10002101,1480.368,3,0.2,333.048,283.93,Medium
190,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,FUR-TA-10004832,982.912,2,0.2,-12.288,77.86,Medium
191,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,TEC-PH-10002871,346.74,3,0,100.5,70.85,Medium
192,MX-2013-148453,2020-12-20 00:00:00,2020-12-22 00:00:00,First Class,CR-12730,TEC-AC-10004434,19.74,1,0,9.66,3.71,Medium
199,US-2013-152800,2020-11-15 00:00:00,2020-11-19 00:00:00,Second Class,RS-19870,OFF-LA-10002868,16.416,3,0.2,-1.284,0.69,Medium
200,US-2013-152800,2020-11-15 00:00:00,2020-11-19 00:00:00,Second Class,RS-19870,OFF-SU-10001794,63.36,9,0.2,1.44,4.88,Medium
201,US-2013-152800,2020-11-15 00:00:00,2020-11-19 00:00:00,Second Class,RS-19870,OFF-FA-10002835,9.376,2,0.2,2.776,0.84,Medium
202,US-2013-152800,2020-11-15 00:00:00,2020-11-19 00:00:00,Second Class,RS-19870,OFF-EN-10003560,33.44,5,0.2,-4.66,0.89,Medium
205,MX-2013-163853,2020-09-19 00:00:00,2020-09-24 00:00:00,Standard Class,EB-14170,FUR-CH-10004194,80.112,2,0.4,9.312,3.15,Medium
206,MX-2013-163853,2020-09-19 00:00:00,2020-09-24 00:00:00,Standard Class,EB-14170,OFF-ST-10000645,107.304,2,0.4,-64.416,13.21,Medium
207,MX-2013-163853,2020-09-19 00:00:00,2020-09-24 00:00:00,Standard Class,EB-14170,OFF-AR-10000845,30.24,5,0.4,-0.56,3.33,Medium
235,MX-2013-115343,2020-05-28 00:00:00,2020-05-28 00:00:00,Same Day,MG-18145,OFF-BI-10001422,113.04,6,0,40.68,28.92,Critical
236,MX-2013-115343,2020-05-28 00:00:00,2020-05-28 00:00:00,Same Day,MG-18145,FUR-FU-10002007,50.4,3,0,4.02,17.72,Critical
239,MX-2013-133417,2020-04-03 00:00:00,2020-04-06 00:00:00,Second Class,AS-10090,FUR-BO-10001498,1098.96,5,0.2,233.46,66.63,High
240,MX-2013-133417,2020-04-03 00:00:00,2020-04-06 00:00:00,Second Class,AS-10090,OFF-BI-10004177,58.98,3,0,25.32,3.07,High
252,US-2013-141257,2020-01-30 00:00:00,2020-02-04 00:00:00,Second Class,SC-20845,FUR-BO-10001067,249.72,5,0.4,-33.38,25.61,Medium
253,US-2013-141257,2020-01-30 00:00:00,2020-02-04 00:00:00,Second Class,SC-20845,OFF-LA-10002334,9.144,2,0.4,-0.176,1.08,Medium
254,US-2013-141257,2020-01-30 00:00:00,2020-02-04 00:00:00,Second Class,SC-20845,OFF-LA-10004495,9.744,4,0.4,-0.656,0.94,Medium
263,MX-2013-131961,2020-07-04 00:00:00,2020-07-08 00:00:00,Standard Class,KF-16285,OFF-PA-10001091,123.48,7,0,41.86,9.35,High
264,US-2013-116561,2020-10-31 00:00:00,2020-11-04 00:00:00,Standard Class,AH-10585,TEC-PH-10003177,246.48,5,0.4,-37.02,16.97,Medium
265,US-2013-101721,2020-08-12 00:00:00,2020-08-16 00:00:00,Standard Class,PO-18850,FUR-TA-10002482,285.376,1,0.2,-17.844,13.3,Medium
277,MX-2013-168781,2020-09-05 00:00:00,2020-09-12 00:00:00,Standard Class,AG-10765,OFF-ST-10004660,105.12,8,0,8.32,6.04,Medium
278,MX-2013-168781,2020-09-05 00:00:00,2020-09-12 00:00:00,Standard Class,AG-10765,OFF-AR-10001061,126.96,4,0,60.88,5.58,Medium
285,MX-2013-153654,2020-01-21 00:00:00,2020-01-25 00:00:00,Second Class,DW-13540,OFF-ST-10004412,64,2,0,3.2,5.36,Medium
286,MX-2013-153654,2020-01-21 00:00:00,2020-01-25 00:00:00,Second Class,DW-13540,FUR-BO-10003543,318.816,3,0.2,111.576,29.28,Medium
287,MX-2013-153654,2020-01-21 00:00:00,2020-01-25 00:00:00,Second Class,DW-13540,TEC-PH-10003932,333.96,3,0,13.32,37.05,Medium
288,MX-2013-153654,2020-01-21 00:00:00,2020-01-25 00:00:00,Second Class,DW-13540,FUR-TA-10000317,1022.528,4,0.2,332.288,105.03,Medium
290,MX-2013-145534,2020-03-23 00:00:00,2020-03-25 00:00:00,Second Class,PK-19075,OFF-LA-10002334,15.24,2,0,5.92,2.37,Medium
291,MX-2013-145534,2020-03-23 00:00:00,2020-03-25 00:00:00,Second Class,PK-19075,TEC-PH-10003312,161.1,3,0,66,9.45,Medium
292,MX-2013-162481,2020-04-11 00:00:00,2020-04-16 00:00:00,Standard Class,MP-17965,TEC-PH-10003312,161.1,5,0.4,2.6,5.02,Medium
293,MX-2013-143000,2020-02-18 00:00:00,2020-02-22 00:00:00,Standard Class,DN-13690,FUR-TA-10004840,1970.496,4,0.2,49.216,116.24,Medium
294,MX-2013-103527,2020-09-02 00:00:00,2020-09-07 00:00:00,Standard Class,DL-13330,OFF-PA-10000540,130.56,6,0,31.32,6.34,Medium
299,MX-2013-145569,2020-11-04 00:00:00,2020-11-08 00:00:00,Standard Class,BS-11380,FUR-BO-10004423,99.528,2,0.4,13.248,8.91,High
300,US-2013-137519,2020-12-10 00:00:00,2020-12-10 00:00:00,Same Day,JR-15700,TEC-AC-10000957,413.52,10,0.4,-89.68,69.99,High
307,MX-2013-160248,2020-06-26 00:00:00,2020-06-30 00:00:00,Standard Class,JG-15310,FUR-CH-10004338,180.6,6,0,7.2,16.85,Medium
308,MX-2013-160248,2020-06-26 00:00:00,2020-06-30 00:00:00,Standard Class,JG-15310,FUR-BO-10002782,199.28,2,0,89.64,24.54,Medium
328,MX-2013-156412,2020-06-04 00:00:00,2020-06-08 00:00:00,Standard Class,PG-18895,OFF-BI-10001613,8.6,2,0,3.6,0.59,Medium
329,MX-2013-156412,2020-06-04 00:00:00,2020-06-08 00:00:00,Standard Class,PG-18895,OFF-ST-10004412,128,4,0,6.4,10.81,Medium
330,MX-2013-156412,2020-06-04 00:00:00,2020-06-08 00:00:00,Standard Class,PG-18895,OFF-ST-10000496,89.16,6,0,31.2,4.55,Medium
335,MX-2013-152065,2020-11-05 00:00:00,2020-11-11 00:00:00,Standard Class,CS-12460,OFF-EN-10002855,295.92,9,0,133.02,25.61,Medium
336,US-2013-132934,2020-10-23 00:00:00,2020-10-27 00:00:00,Standard Class,SH-20635,FUR-CH-10000677,65.136,2,0.4,-21.744,8.62,High
337,US-2013-132934,2020-10-23 00:00:00,2020-10-27 00:00:00,Standard Class,SH-20635,FUR-FU-10002837,177.888,4,0.4,-38.592,15.09,High
338,US-2013-104283,2020-07-25 00:00:00,2020-07-26 00:00:00,First Class,MC-17590,TEC-CO-10004570,238.4824,5,0.402,-24.8176,59.65,High
339,MX-2013-147242,2020-05-03 00:00:00,2020-05-10 00:00:00,Standard Class,MF-18250,OFF-FA-10002632,14.76,2,0,3.36,1.21,Medium
340,MX-2013-147242,2020-05-03 00:00:00,2020-05-10 00:00:00,Standard Class,MF-18250,FUR-BO-10004504,225.6,2,0,42.84,22.15,Medium
341,MX-2013-147242,2020-05-03 00:00:00,2020-05-10 00:00:00,Standard Class,MF-18250,TEC-PH-10000931,259.74,3,0,20.76,16.55,Medium
357,US-2013-151379,2020-06-28 00:00:00,2020-07-01 00:00:00,First Class,AA-10375,FUR-TA-10000310,189.522,3,0.7,-435.918,59.97,Critical
358,US-2013-151379,2020-06-28 00:00:00,2020-07-01 00:00:00,First Class,AA-10375,OFF-ST-10002522,27.864,3,0.4,-0.036,10.24,Critical
359,US-2013-151379,2020-06-28 00:00:00,2020-07-01 00:00:00,First Class,AA-10375,OFF-FA-10003595,9.216,2,0.4,-1.264,2.08,Critical
360,US-2013-151379,2020-06-28 00:00:00,2020-07-01 00:00:00,First Class,AA-10375,OFF-FA-10001567,16.884,3,0.4,0.504,3.7,Critical
365,MX-2013-121531,2020-08-15 00:00:00,2020-08-20 00:00:00,Second Class,TG-21640,FUR-CH-10004920,394.92,9,0,51.3,52.31,High
366,MX-2013-121531,2020-08-15 00:00:00,2020-08-20 00:00:00,Second Class,TG-21640,TEC-PH-10002647,244,5,0,56.1,23.65,High
367,US-2013-133081,2020-05-24 00:00:00,2020-05-26 00:00:00,First Class,ND-18460,FUR-FU-10002104,148.344,7,0.4,-7.476,17.8,High
368,US-2013-128013,2020-11-09 00:00:00,2020-11-10 00:00:00,First Class,IM-15070,OFF-SU-10002466,38.904,2,0.4,-16.896,8.16,High
369,US-2013-128013,2020-11-09 00:00:00,2020-11-10 00:00:00,First Class,IM-15070,TEC-CO-10004589,300.48304,2,0.402,-116.59696,28.15,High
370,US-2013-128013,2020-11-09 00:00:00,2020-11-10 00:00:00,First Class,IM-15070,TEC-CO-10001933,713.15088,6,0.402,-264.84912,94.47,High
389,MX-2013-117688,2020-08-22 00:00:00,2020-08-27 00:00:00,Standard Class,YS-21880,TEC-AC-10001246,196.1,5,0,41.1,15.36,Medium
401,US-2013-117555,2020-07-05 00:00:00,2020-07-08 00:00:00,First Class,RS-19765,OFF-ST-10001010,554.16,5,0.2,-124.74,85.44,Medium
407,MX-2013-157672,2020-12-11 00:00:00,2020-12-14 00:00:00,Second Class,HA-14920,OFF-BI-10000029,138.08,4,0,45.52,22.98,High
408,MX-2013-157672,2020-12-11 00:00:00,2020-12-14 00:00:00,Second Class,HA-14920,TEC-MA-10004587,1035.3,5,0,352,188.01,High
415,MX-2013-117254,2020-08-28 00:00:00,2020-09-04 00:00:00,Standard Class,TP-21130,TEC-AC-10000151,124.5,5,0,37.3,9.79,Medium
416,MX-2013-117254,2020-08-28 00:00:00,2020-09-04 00:00:00,Standard Class,TP-21130,OFF-EN-10000075,66.96,2,0,20.72,5.99,Medium
417,US-2013-135951,2020-09-12 00:00:00,2020-09-18 00:00:00,Standard Class,DL-12925,TEC-AC-10001055,68.796,3,0.4,-45.864,3.86,Medium
426,US-2013-106845,2020-12-13 00:00:00,2020-12-13 00:00:00,Same Day,RD-19660,FUR-FU-10001317,68.076,3,0.4,-22.704,15.85,Critical
427,MX-2013-161347,2020-06-05 00:00:00,2020-06-11 00:00:00,Standard Class,BP-11185,FUR-FU-10002698,39.144,2,0.4,4.544,2.09,Medium
428,MX-2013-161347,2020-06-05 00:00:00,2020-06-11 00:00:00,Standard Class,BP-11185,OFF-ST-10003164,62.5,5,0,26.8,2.57,Medium
431,MX-2013-148432,2020-06-17 00:00:00,2020-06-19 00:00:00,Second Class,DM-12955,OFF-SU-10003157,19.2,2,0.4,1.28,2.92,High
434,MX-2013-148005,2020-05-06 00:00:00,2020-05-11 00:00:00,Standard Class,MC-17275,OFF-ST-10004976,987.56,7,0,29.54,93.75,Medium
435,MX-2013-116050,2020-07-18 00:00:00,2020-07-23 00:00:00,Standard Class,DR-12940,OFF-PA-10004386,119.16,6,0,15.48,8.36,Medium
436,MX-2013-116050,2020-07-18 00:00:00,2020-07-23 00:00:00,Standard Class,DR-12940,FUR-CH-10001819,90.76,2,0,38.08,5.67,Medium
439,MX-2013-136826,2020-09-19 00:00:00,2020-09-23 00:00:00,Second Class,MM-18055,TEC-PH-10003457,870.24,2,0,295.88,111.75,Medium
440,MX-2013-136826,2020-09-19 00:00:00,2020-09-23 00:00:00,Second Class,MM-18055,OFF-AR-10001812,113.68,7,0,54.46,6.46,Medium
442,MX-2013-138219,2020-10-01 00:00:00,2020-10-06 00:00:00,Standard Class,MH-17620,FUR-FU-10001317,37.82,1,0,7.56,3.26,Medium
443,MX-2013-138219,2020-10-01 00:00:00,2020-10-06 00:00:00,Standard Class,MH-17620,OFF-ST-10002164,424.2,3,0,135.72,23.1,Medium
444,MX-2013-165939,2020-12-28 00:00:00,2020-12-30 00:00:00,Second Class,BC-11125,OFF-EN-10001939,96.3,5,0,3.8,2.81,High
469,MX-2013-160115,2020-10-11 00:00:00,2020-10-18 00:00:00,Standard Class,TM-21490,OFF-AR-10003989,51.66,3,0,22.68,7.22,Low
475,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,OFF-EN-10002559,20.8,4,0,7.84,3.53,Low
476,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,OFF-EN-10000084,98.5,5,0,49.2,10.47,Low
477,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,OFF-ST-10003858,183.12,2,0,21.96,17.84,Low
478,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,OFF-PA-10004190,74.08,4,0,33.28,11.58,Low
479,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,OFF-BI-10004969,140.24,4,0,65.84,14.01,Low
480,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,FUR-CH-10002780,1869.72,6,0,205.56,318.17,Low
481,MX-2013-123463,2020-07-20 00:00:00,2020-07-27 00:00:00,Standard Class,FC-14245,OFF-AR-10000019,25.24,2,0,10.32,2.03,Low
485,MX-2013-159520,2020-05-16 00:00:00,2020-05-20 00:00:00,Second Class,JR-15700,FUR-CH-10004572,501.248,2,0.2,37.568,64.68,Medium
490,MX-2013-160997,2020-11-05 00:00:00,2020-11-11 00:00:00,Standard Class,RW-19690,OFF-FA-10000470,14.6,2,0,5.68,0.81,Medium
491,MX-2013-160997,2020-11-05 00:00:00,2020-11-11 00:00:00,Standard Class,RW-19690,OFF-EN-10000139,78.3,5,0,13.3,6.93,Medium
492,MX-2013-160997,2020-11-05 00:00:00,2020-11-11 00:00:00,Standard Class,RW-19690,OFF-LA-10000203,8.88,2,0,3.72,0.48,Medium
494,MX-2013-153094,2020-11-07 00:00:00,2020-11-13 00:00:00,Standard Class,IL-15100,FUR-CH-10002653,229.44,3,0.2,0,13.04,Medium
495,MX-2013-153094,2020-11-07 00:00:00,2020-11-13 00:00:00,Standard Class,IL-15100,FUR-CH-10002727,55.136,2,0.2,19.976,2.87,Medium
501,MX-2013-142118,2020-06-28 00:00:00,2020-07-02 00:00:00,Second Class,EB-13705,FUR-FU-10004015,63.04,2,0,22.68,4.44,Medium
502,MX-2013-142118,2020-06-28 00:00:00,2020-07-02 00:00:00,Second Class,EB-13705,OFF-AR-10002824,70.48,4,0,17.6,6.19,Medium
525,MX-2013-144141,2020-07-22 00:00:00,2020-07-26 00:00:00,Standard Class,BW-11200,FUR-FU-10000140,308.34,9,0,89.28,29.62,High
526,MX-2013-144141,2020-07-22 00:00:00,2020-07-26 00:00:00,Standard Class,BW-11200,TEC-AC-10001055,152.88,4,0,0,22.01,High
527,MX-2013-144141,2020-07-22 00:00:00,2020-07-26 00:00:00,Standard Class,BW-11200,OFF-ST-10000650,48.9,3,0,18.06,0.77,High
528,MX-2013-168858,2020-06-19 00:00:00,2020-06-24 00:00:00,Standard Class,CA-12775,FUR-BO-10003631,198.64,2,0,51.64,22.47,High
532,MX-2013-149916,2020-12-19 00:00:00,2020-12-24 00:00:00,Standard Class,MC-17605,TEC-AC-10002013,481.52,13,0,100.88,88.2,High
533,MX-2013-149916,2020-12-19 00:00:00,2020-12-24 00:00:00,Standard Class,MC-17605,OFF-BI-10003883,50.5,5,0,15.1,8.37,High
534,MX-2013-149916,2020-12-19 00:00:00,2020-12-24 00:00:00,Standard Class,MC-17605,OFF-ST-10002343,161.6,5,0,71.1,20.01,High
542,US-2013-130813,2020-10-02 00:00:00,2020-10-06 00:00:00,Second Class,CC-12475,OFF-ST-10001954,122.4,5,0.4,-24.5,19.09,High
543,US-2013-130813,2020-10-02 00:00:00,2020-10-06 00:00:00,Second Class,CC-12475,FUR-CH-10003514,119.472,2,0.4,-35.848,24.95,High
544,MX-2013-141852,2020-08-01 00:00:00,2020-08-05 00:00:00,Standard Class,RK-19300,OFF-BI-10004654,60.9,3,0,15.78,6.21,Medium
545,MX-2013-141852,2020-08-01 00:00:00,2020-08-05 00:00:00,Standard Class,RK-19300,FUR-CH-10001114,92.448,3,0.2,28.848,6.16,Medium
546,MX-2013-124898,2020-12-24 00:00:00,2020-12-30 00:00:00,Standard Class,TS-21610,OFF-PA-10000863,40.8,4,0,0,1.57,Medium
548,US-2013-117674,2020-11-25 00:00:00,2020-11-30 00:00:00,Standard Class,LD-17005,OFF-BI-10000501,24.528,4,0.4,-11.472,2.72,Medium
