Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
144,MX-2012-163272,2019-05-06 00:00:00,2019-05-10 00:00:00,Standard Class,KD-16615,OFF-EN-10002186,70.64,4,0,7.04,5.46,Medium
147,US-2012-116750,2019-07-21 00:00:00,2019-07-25 00:00:00,Second Class,BH-11710,OFF-ST-10004835,218.208,4,0.4,-127.312,25.07,Medium
148,US-2012-116750,2019-07-21 00:00:00,2019-07-25 00:00:00,Second Class,BH-11710,OFF-LA-10000448,6.768,2,0.4,-2.032,0.82,Medium
149,US-2012-116750,2019-07-21 00:00:00,2019-07-25 00:00:00,Second Class,BH-11710,TEC-CO-10000917,422.76208,4,0.402,-178.19792,29.39,Medium
150,US-2012-116750,2019-07-21 00:00:00,2019-07-25 00:00:00,Second Class,BH-11710,TEC-AC-10001364,57.384,3,0.4,5.724,2.38,Medium
154,US-2012-137526,2019-07-06 00:00:00,2019-07-13 00:00:00,Standard Class,LW-16990,OFF-BI-10003709,80.736,3,0.2,-11.124,8.7,Low
156,MX-2012-144862,2019-11-08 00:00:00,2019-11-14 00:00:00,Standard Class,LS-17230,FUR-FU-10003414,58.7,5,0,9.3,5.01,Medium
157,MX-2012-144862,2019-11-08 00:00:00,2019-11-14 00:00:00,Standard Class,LS-17230,OFF-PA-10002033,105.06,3,0,36.72,9.52,Medium
158,MX-2012-137659,2019-11-03 00:00:00,2019-11-03 00:00:00,Same Day,ST-20530,OFF-PA-10004849,37,2,0,3.68,5.06,Medium
159,MX-2012-137659,2019-11-03 00:00:00,2019-11-03 00:00:00,Same Day,ST-20530,OFF-BI-10004275,13.62,3,0,6.48,2.39,Medium
162,MX-2012-133375,2019-07-11 00:00:00,2019-07-11 00:00:00,Same Day,TC-21535,OFF-ST-10004368,255.22,7,0,99.4,75.07,Critical
163,MX-2012-133375,2019-07-11 00:00:00,2019-07-11 00:00:00,Same Day,TC-21535,OFF-AR-10001192,210.48,6,0,75.72,79.43,Critical
165,MX-2012-133305,2019-11-23 00:00:00,2019-11-25 00:00:00,First Class,AR-10345,FUR-BO-10003873,836.928,4,0.2,230.128,239.22,High
166,MX-2012-107146,2019-07-31 00:00:00,2019-08-05 00:00:00,Second Class,SL-20155,FUR-CH-10003853,326.3,5,0,16.3,26.91,Medium
167,MX-2012-107146,2019-07-31 00:00:00,2019-08-05 00:00:00,Second Class,SL-20155,FUR-CH-10003623,277.6,5,0,2.7,17.62,Medium
184,US-2012-122539,2019-11-12 00:00:00,2019-11-12 00:00:00,Same Day,VW-21775,OFF-PA-10004155,61.38,5,0.4,-37.92,9.52,High
194,MX-2012-144841,2019-02-15 00:00:00,2019-02-21 00:00:00,Standard Class,BT-11485,OFF-EN-10004995,129.76,4,0,42.8,16.64,Medium
195,US-2012-114867,2019-07-24 00:00:00,2019-07-26 00:00:00,First Class,ML-18040,OFF-LA-10002609,5.244,1,0.4,-2.456,1.04,High
221,MX-2012-147382,2019-12-04 00:00:00,2019-12-07 00:00:00,Second Class,MH-17620,OFF-ST-10002070,142.08,4,0,7.04,11.42,Medium
222,MX-2012-147382,2019-12-04 00:00:00,2019-12-07 00:00:00,Second Class,MH-17620,OFF-AP-10003625,818.08,4,0,8.16,77.98,Medium
223,MX-2012-147382,2019-12-04 00:00:00,2019-12-07 00:00:00,Second Class,MH-17620,OFF-LA-10003271,17.76,3,0,0.12,1.53,Medium
224,MX-2012-147382,2019-12-04 00:00:00,2019-12-07 00:00:00,Second Class,MH-17620,OFF-AP-10003559,723.12,2,0,86.76,104.5,Medium
225,MX-2012-147382,2019-12-04 00:00:00,2019-12-07 00:00:00,Second Class,MH-17620,OFF-ST-10004432,123.2,7,0,31.92,6.32,Medium
226,MX-2012-147382,2019-12-04 00:00:00,2019-12-07 00:00:00,Second Class,MH-17620,TEC-CO-10004398,519.93804,3,0.002,217.71804,31.42,Medium
238,MX-2012-125234,2019-09-14 00:00:00,2019-09-19 00:00:00,Standard Class,LS-17245,OFF-AP-10004958,2278.32,6,0,751.8,138.71,Medium
251,MX-2012-129623,2019-05-24 00:00:00,2019-05-28 00:00:00,Standard Class,PT-19090,FUR-FU-10003384,63.648,3,0.4,8.448,3.55,Medium
256,MX-2012-100503,2019-08-03 00:00:00,2019-08-05 00:00:00,First Class,LB-16735,OFF-PA-10003475,119.64,6,0,31.08,8.02,High
257,MX-2012-100503,2019-08-03 00:00:00,2019-08-05 00:00:00,First Class,LB-16735,TEC-CO-10001824,161.59616,2,0.002,30.43616,23.56,High
258,MX-2012-127565,2019-05-22 00:00:00,2019-05-28 00:00:00,Standard Class,RK-19300,OFF-LA-10001038,51.8,7,0,0,2.51,Medium
262,MX-2012-138471,2019-11-18 00:00:00,2019-11-20 00:00:00,First Class,AB-10105,FUR-CH-10004467,118.8,3,0.2,14.82,14.31,High
266,MX-2012-115259,2019-10-12 00:00:00,2019-10-17 00:00:00,Second Class,EH-13990,OFF-AR-10000185,17.64,2,0,0.32,1.26,Medium
267,MX-2012-130792,2019-12-20 00:00:00,2019-12-24 00:00:00,Second Class,EJ-13720,OFF-EN-10001751,77.1,3,0,20.04,5.38,Medium
280,MX-2012-119249,2019-07-04 00:00:00,2019-07-04 00:00:00,Same Day,CL-11890,TEC-PH-10004196,3408,8,0,238.56,41.89,Medium
283,MX-2012-154249,2019-11-26 00:00:00,2019-11-30 00:00:00,Standard Class,AP-10915,OFF-SU-10001421,137.44,4,0,35.68,10.84,Medium
295,MX-2012-133424,2019-04-04 00:00:00,2019-04-07 00:00:00,First Class,LS-17230,TEC-CO-10000266,701.47424,4,0.002,300.75424,177.04,High
296,MX-2012-133424,2019-04-04 00:00:00,2019-04-07 00:00:00,First Class,LS-17230,OFF-LA-10004799,18.54,3,0,2.94,1.65,High
297,MX-2012-133424,2019-04-04 00:00:00,2019-04-07 00:00:00,First Class,LS-17230,OFF-EN-10000761,15.7,1,0,2.98,1.73,High
298,MX-2012-164210,2019-02-10 00:00:00,2019-02-14 00:00:00,Standard Class,RB-19795,FUR-CH-10001616,123.24,3,0,33.24,11.52,Medium
301,US-2012-139892,2019-10-31 00:00:00,2019-11-05 00:00:00,Standard Class,DR-12880,OFF-FA-10004533,23.296,8,0.6,-7.584,1.06,Medium
302,US-2012-139892,2019-10-31 00:00:00,2019-11-05 00:00:00,Standard Class,DR-12880,OFF-PA-10001801,18.04,5,0.6,-5.46,1.16,Medium
320,US-2012-104374,2019-04-17 00:00:00,2019-04-19 00:00:00,First Class,Dp-13240,OFF-PA-10004294,60.96,5,0.4,-38.64,4.65,High
331,US-2012-162684,2019-03-16 00:00:00,2019-03-20 00:00:00,Standard Class,NK-18490,OFF-FA-10003931,30.144,4,0.4,-9.056,4.09,High
343,MX-2012-113502,2019-03-16 00:00:00,2019-03-20 00:00:00,Standard Class,TC-20980,TEC-AC-10004975,75.8,2,0,11.36,4.3,Medium
344,MX-2012-113502,2019-03-16 00:00:00,2019-03-20 00:00:00,Standard Class,TC-20980,FUR-CH-10003706,231.9,5,0,39.4,10.76,Medium
345,MX-2012-113502,2019-03-16 00:00:00,2019-03-20 00:00:00,Standard Class,TC-20980,FUR-TA-10001740,1454.832,3,0.2,-54.588,84.24,Medium
350,MX-2012-136455,2019-03-02 00:00:00,2019-03-07 00:00:00,Standard Class,RA-19285,OFF-LA-10000990,21.54,3,0,10.5,1.7,Medium
361,MX-2012-131870,2019-10-24 00:00:00,2019-10-28 00:00:00,Standard Class,SC-20305,OFF-EN-10004410,81.9,3,0,32.76,3.82,Medium
362,MX-2012-131870,2019-10-24 00:00:00,2019-10-28 00:00:00,Standard Class,SC-20305,OFF-PA-10004190,18.52,1,0,8.32,1.12,Medium
363,MX-2012-131870,2019-10-24 00:00:00,2019-10-28 00:00:00,Standard Class,SC-20305,TEC-AC-10000376,820.7,5,0,352.9,83.52,Medium
364,MX-2012-131870,2019-10-24 00:00:00,2019-10-28 00:00:00,Standard Class,SC-20305,OFF-BI-10003975,10.16,2,0,4.04,0.57,Medium
376,MX-2012-119333,2019-08-25 00:00:00,2019-09-01 00:00:00,Standard Class,HK-14890,TEC-AC-10001696,127.2,6,0.2,31.8,13.34,Low
377,MX-2012-119333,2019-08-25 00:00:00,2019-09-01 00:00:00,Standard Class,HK-14890,OFF-SU-10002189,105.088,4,0.2,39.408,17.33,Low
378,MX-2012-167794,2019-11-28 00:00:00,2019-12-02 00:00:00,Standard Class,CK-12595,TEC-AC-10001765,228.78,3,0,11.4,8.55,Medium
382,MX-2012-110352,2019-05-15 00:00:00,2019-05-19 00:00:00,Standard Class,JH-15985,OFF-BI-10003400,32,4,0,5.12,3.1,Medium
383,US-2012-148425,2019-06-21 00:00:00,2019-06-28 00:00:00,Standard Class,AB-10105,OFF-AR-10001423,113.76,5,0.4,-51.24,12.78,Low
384,US-2012-148425,2019-06-21 00:00:00,2019-06-28 00:00:00,Standard Class,AB-10105,OFF-AR-10002335,62.136,3,0.4,-39.384,9.05,Low
385,US-2012-148425,2019-06-21 00:00:00,2019-06-28 00:00:00,Standard Class,AB-10105,OFF-FA-10001128,23.076,3,0.4,-3.864,3.24,Low
391,MX-2012-148054,2019-09-21 00:00:00,2019-09-24 00:00:00,Second Class,CV-12295,OFF-ST-10004017,52.224,2,0.2,18.264,6.98,High
392,MX-2012-148054,2019-09-21 00:00:00,2019-09-24 00:00:00,Second Class,CV-12295,OFF-ST-10000650,26.08,2,0.2,5.52,3.42,High
393,MX-2012-148054,2019-09-21 00:00:00,2019-09-24 00:00:00,Second Class,CV-12295,TEC-CO-10004152,136.9368,2,0.202,-3.7832,22.41,High
394,MX-2012-148054,2019-09-21 00:00:00,2019-09-24 00:00:00,Second Class,CV-12295,OFF-FA-10002084,34.96,5,0.2,-8.74,4.67,High
395,MX-2012-148054,2019-09-21 00:00:00,2019-09-24 00:00:00,Second Class,CV-12295,FUR-BO-10002325,659.424,4,0.4,-219.856,111.23,High
396,MX-2012-148054,2019-09-21 00:00:00,2019-09-24 00:00:00,Second Class,CV-12295,OFF-BI-10004145,4.832,2,0.2,1.232,0.74,High
406,MX-2012-162656,2019-11-21 00:00:00,2019-11-26 00:00:00,Standard Class,NF-18595,FUR-FU-10004013,132.552,7,0.4,15.372,4.85,Medium
413,MX-2012-148131,2019-06-07 00:00:00,2019-06-13 00:00:00,Standard Class,SW-20275,OFF-LA-10000692,12.32,2,0,1.44,1.05,Medium
414,MX-2012-148131,2019-06-07 00:00:00,2019-06-13 00:00:00,Standard Class,SW-20275,TEC-PH-10000169,426.04,1,0,174.66,19.08,Medium
418,US-2012-153983,2019-04-17 00:00:00,2019-04-22 00:00:00,Standard Class,FP-14320,OFF-BI-10003009,23.928,4,0.7,-39.912,2.14,High
425,MX-2012-159702,2019-12-29 00:00:00,2020-01-05 00:00:00,Standard Class,AB-10255,OFF-LA-10004370,17.28,3,0,6,1.09,Medium
432,MX-2012-164777,2019-09-13 00:00:00,2019-09-18 00:00:00,Standard Class,EM-13810,TEC-PH-10001677,221.4,5,0,48.7,11.84,Medium
433,US-2012-121538,2019-12-04 00:00:00,2019-12-10 00:00:00,Standard Class,FM-14290,TEC-PH-10003177,98.592,2,0.4,-14.808,5.08,Medium
441,MX-2012-165974,2019-09-13 00:00:00,2019-09-18 00:00:00,Second Class,TR-21325,TEC-CO-10003694,1011.972,4,0.002,58.772,61.01,Medium
447,MX-2012-133893,2019-07-29 00:00:00,2019-08-02 00:00:00,Standard Class,JO-15550,OFF-ST-10003729,33.96,3,0,5.76,2.68,Medium
448,MX-2012-133893,2019-07-29 00:00:00,2019-08-02 00:00:00,Standard Class,JO-15550,OFF-BI-10004428,8.86,1,0,1.24,0.56,Medium
449,US-2012-110716,2019-06-20 00:00:00,2019-06-26 00:00:00,Standard Class,BG-11740,FUR-CH-10001658,199.392,6,0.2,-37.488,8.65,Medium
450,US-2012-110716,2019-06-20 00:00:00,2019-06-26 00:00:00,Standard Class,BG-11740,OFF-SU-10001476,49.56,3,0,12.84,3.51,Medium
451,US-2012-110716,2019-06-20 00:00:00,2019-06-26 00:00:00,Standard Class,BG-11740,OFF-BI-10000517,33.3,3,0,16.62,2.84,Medium
466,MX-2012-123358,2019-05-08 00:00:00,2019-05-13 00:00:00,Standard Class,MF-17665,FUR-BO-10004472,485,2,0,242.48,54.73,Medium
467,MX-2012-123358,2019-05-08 00:00:00,2019-05-13 00:00:00,Standard Class,MF-17665,FUR-TA-10001595,143.616,1,0.2,-19.764,7.07,Medium
468,MX-2012-123358,2019-05-08 00:00:00,2019-05-13 00:00:00,Standard Class,MF-17665,TEC-PH-10004597,91.1,1,0,4.54,5.76,Medium
470,MX-2012-145128,2019-06-08 00:00:00,2019-06-10 00:00:00,Second Class,KC-16675,OFF-LA-10001294,32.5,5,0,13.6,11.7,Critical
482,MX-2012-133732,2019-09-17 00:00:00,2019-09-19 00:00:00,First Class,MP-17470,OFF-FA-10002286,19.88,2,0,9.72,5.44,High
486,MX-2012-162915,2019-09-11 00:00:00,2019-09-17 00:00:00,Standard Class,AP-10915,OFF-AR-10003291,87.936,3,0.2,25.236,7.43,Medium
487,MX-2012-162915,2019-09-11 00:00:00,2019-09-17 00:00:00,Standard Class,AP-10915,OFF-BI-10004177,31.456,2,0.2,9.016,2.69,Medium
488,MX-2012-129224,2019-11-14 00:00:00,2019-11-18 00:00:00,Second Class,DK-12895,OFF-ST-10003409,358.96,4,0,104.08,35.78,Medium
498,MX-2012-167122,2019-04-23 00:00:00,2019-04-27 00:00:00,Standard Class,ML-17395,FUR-CH-10002547,183.42,3,0,20.16,23.55,High
499,MX-2012-167122,2019-04-23 00:00:00,2019-04-27 00:00:00,Standard Class,ML-17395,TEC-CO-10000344,1219.61588,7,0.002,266.35588,103.26,High
506,US-2012-142475,2019-04-20 00:00:00,2019-04-20 00:00:00,Same Day,JH-15985,FUR-CH-10001332,198.24,7,0.2,-17.36,24.39,Critical
507,MX-2012-122329,2019-09-24 00:00:00,2019-09-28 00:00:00,Second Class,BF-11215,TEC-PH-10002102,202.56,4,0,95.2,21.06,Medium
508,MX-2012-122329,2019-09-24 00:00:00,2019-09-28 00:00:00,Second Class,BF-11215,OFF-EN-10002710,102.72,3,0,8.16,9.46,Medium
509,MX-2012-122329,2019-09-24 00:00:00,2019-09-28 00:00:00,Second Class,BF-11215,TEC-CO-10003346,2014.3632,8,0.002,419.8032,243.06,Medium
510,MX-2012-122329,2019-09-24 00:00:00,2019-09-28 00:00:00,Second Class,BF-11215,TEC-AC-10001311,163.38,3,0,75.12,9.14,Medium
511,MX-2012-118080,2019-12-28 00:00:00,2020-01-02 00:00:00,Standard Class,DC-12850,FUR-FU-10003297,144.68,2,0,13,11.85,Medium
512,MX-2012-118080,2019-12-28 00:00:00,2020-01-02 00:00:00,Standard Class,DC-12850,OFF-ST-10002781,687.36,8,0,261.12,51.53,Medium
524,MX-2012-151911,2019-02-28 00:00:00,2019-03-03 00:00:00,Standard Class,PG-18820,OFF-LA-10002258,4.52,1,0,1.12,0.48,High
535,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,FUR-BO-10001476,100.54,1,0,18.08,5.72,Medium
536,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,FUR-CH-10003107,347.88,3,0,97.38,28.1,Medium
537,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,TEC-AC-10001221,341.6,5,0,88.8,25.72,Medium
538,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,FUR-FU-10001161,173.2,5,0,71,15.28,Medium
539,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,OFF-FA-10000801,18.6,2,0,6.12,2.21,Medium
540,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,OFF-AP-10004191,1324.88,4,0,423.92,87.29,Medium
541,MX-2012-154179,2019-12-11 00:00:00,2019-12-16 00:00:00,Standard Class,ES-14080,TEC-CO-10004367,1761.8692,7,0.002,526.0892,120.86,Medium
552,MX-2012-139514,2019-08-20 00:00:00,2019-08-27 00:00:00,Standard Class,GD-14590,TEC-CO-10000137,2276.0388,9,0.002,542.6388,146.56,Medium
570,MX-2012-131569,2019-08-30 00:00:00,2019-09-03 00:00:00,Standard Class,DV-13465,OFF-FA-10002991,17.52,2,0,3.84,1.76,High
571,MX-2012-100461,2019-11-30 00:00:00,2019-12-07 00:00:00,Standard Class,MW-18220,TEC-PH-10004970,148.8,3,0,35.7,6.88,Medium
574,MX-2012-106740,2019-12-19 00:00:00,2019-12-25 00:00:00,Standard Class,BT-11485,TEC-CO-10003135,378.32184,3,0.002,165.98184,26.13,Medium
575,MX-2012-106740,2019-12-19 00:00:00,2019-12-25 00:00:00,Standard Class,BT-11485,OFF-SU-10001831,47.22,3,0,22.62,1.91,Medium
597,MX-2012-127166,2019-12-04 00:00:00,2019-12-08 00:00:00,Standard Class,VG-21805,OFF-AR-10004772,40.26,3,0,8.04,6.34,High
614,MX-2012-128167,2019-06-04 00:00:00,2019-06-08 00:00:00,Second Class,MC-18100,FUR-BO-10000502,292.34,1,0,46.76,13.06,Medium
615,MX-2012-128167,2019-06-04 00:00:00,2019-06-08 00:00:00,Second Class,MC-18100,TEC-PH-10003254,44.34,1,0,13.74,4.11,Medium
616,MX-2012-128167,2019-06-04 00:00:00,2019-06-08 00:00:00,Second Class,MC-18100,OFF-FA-10002286,19.88,2,0,9.72,0.32,Medium
632,US-2012-111689,2019-04-07 00:00:00,2019-04-13 00:00:00,Standard Class,AC-10420,FUR-FU-10001317,68.076,3,0.4,-22.704,5.57,Medium
633,US-2012-111689,2019-04-07 00:00:00,2019-04-13 00:00:00,Standard Class,AC-10420,OFF-ST-10002538,94.72,1,0,37.88,8.13,Medium
636,MX-2012-148404,2019-01-25 00:00:00,2019-01-26 00:00:00,First Class,RD-19930,OFF-ST-10004381,795.6,6,0,190.92,177.15,High
637,MX-2012-148404,2019-01-25 00:00:00,2019-01-26 00:00:00,First Class,RD-19930,FUR-FU-10004915,142.56,2,0,1.4,43.4,High
641,MX-2012-145352,2019-06-29 00:00:00,2019-07-02 00:00:00,Second Class,SH-19975,FUR-BO-10001201,461.104,7,0.2,132.524,142.41,Critical
642,MX-2012-145352,2019-06-29 00:00:00,2019-07-02 00:00:00,Second Class,SH-19975,FUR-FU-10004598,20.232,2,0.4,-13.168,3.99,Critical
662,MX-2012-120089,2019-03-20 00:00:00,2019-03-26 00:00:00,Standard Class,DJ-13420,TEC-CO-10002434,381.91464,3,0.002,79.57464,21.44,Medium
664,US-2012-146206,2019-03-12 00:00:00,2019-03-16 00:00:00,Second Class,MV-18190,FUR-BO-10003768,400.032,9,0.6,-280.188,13.77,Medium
665,US-2012-146206,2019-03-12 00:00:00,2019-03-16 00:00:00,Second Class,MV-18190,TEC-CO-10002009,500.1666,5,0.602,-530.3334,13.75,Medium
669,MX-2012-169229,2019-10-15 00:00:00,2019-10-20 00:00:00,Standard Class,JO-15280,OFF-BI-10002455,105.4,5,0,15.8,12.57,Medium
673,US-2012-142230,2019-03-26 00:00:00,2019-03-29 00:00:00,First Class,QJ-19255,FUR-BO-10002383,235.116,3,0.4,-27.444,27.78,Medium
674,US-2012-142230,2019-03-26 00:00:00,2019-03-29 00:00:00,First Class,QJ-19255,TEC-AC-10000151,59.76,4,0.4,-10,0.45,Medium
675,US-2012-142230,2019-03-26 00:00:00,2019-03-29 00:00:00,First Class,QJ-19255,OFF-EN-10001616,38.736,6,0.4,-10.344,4.66,Medium
676,US-2012-142230,2019-03-26 00:00:00,2019-03-29 00:00:00,First Class,QJ-19255,FUR-FU-10000705,311.136,7,0.4,-165.984,65.8,Medium
677,US-2012-142230,2019-03-26 00:00:00,2019-03-29 00:00:00,First Class,QJ-19255,OFF-EN-10001538,37.62,5,0.4,-13.18,1.92,Medium
680,MX-2012-148180,2019-09-10 00:00:00,2019-09-13 00:00:00,Second Class,ML-17410,OFF-EN-10003529,34.98,3,0,9.06,5.52,Medium
682,MX-2012-109827,2019-09-28 00:00:00,2019-10-01 00:00:00,Second Class,RA-19285,OFF-BI-10003022,57.6,3,0,17.28,13.75,Critical
683,MX-2012-109827,2019-09-28 00:00:00,2019-10-01 00:00:00,Second Class,RA-19285,FUR-FU-10000585,25.4,2,0,0.48,6.94,Critical
685,MX-2012-118171,2019-09-09 00:00:00,2019-09-11 00:00:00,First Class,BD-11770,OFF-AP-10003956,167.28,3,0,10.02,30.06,High
686,MX-2012-118171,2019-09-09 00:00:00,2019-09-11 00:00:00,First Class,BD-11770,TEC-AC-10003159,513.12,3,0,112.86,69.28,High
704,MX-2012-143826,2019-06-25 00:00:00,2019-07-02 00:00:00,Standard Class,AG-10300,OFF-ST-10004638,169.28,2,0,59.24,14.34,Medium
708,MX-2012-104458,2019-10-03 00:00:00,2019-10-08 00:00:00,Standard Class,BS-11380,OFF-PA-10002473,113.2,5,0,12.4,5.7,Medium
709,MX-2012-104458,2019-10-03 00:00:00,2019-10-08 00:00:00,Standard Class,BS-11380,OFF-ST-10004930,108.48,3,0,21.66,5.02,Medium
710,MX-2012-104458,2019-10-03 00:00:00,2019-10-08 00:00:00,Standard Class,BS-11380,TEC-PH-10002392,185.8,2,0,79.88,10.95,Medium
711,MX-2012-104458,2019-10-03 00:00:00,2019-10-08 00:00:00,Standard Class,BS-11380,FUR-FU-10000850,140.448,7,0.4,21.028,13.71,Medium
722,MX-2012-151673,2019-06-20 00:00:00,2019-06-24 00:00:00,Standard Class,SL-20155,FUR-FU-10004339,293.44,4,0,67.44,25.67,Medium
727,MX-2012-131121,2019-07-09 00:00:00,2019-07-14 00:00:00,Standard Class,MC-17275,TEC-CO-10003158,1420.83264,6,0.002,566.55264,95.6,Medium
739,MX-2012-155957,2019-09-18 00:00:00,2019-09-19 00:00:00,First Class,RD-19720,OFF-EN-10002700,21.504,3,0.2,1.584,3.68,High
741,MX-2012-121335,2019-09-18 00:00:00,2019-09-23 00:00:00,Standard Class,EM-14200,OFF-PA-10003513,89.64,6,0,40.32,4.58,Medium
742,MX-2012-121335,2019-09-18 00:00:00,2019-09-23 00:00:00,Standard Class,EM-14200,FUR-FU-10000850,100.32,3,0,49.14,3.23,Medium
744,US-2012-139990,2019-12-20 00:00:00,2019-12-22 00:00:00,Second Class,HR-14830,FUR-FU-10000140,61.668,3,0.4,-11.352,5.44,High
745,US-2012-139990,2019-12-20 00:00:00,2019-12-22 00:00:00,Second Class,HR-14830,OFF-AR-10001812,64.96,4,0,31.12,9.38,High
746,US-2012-139990,2019-12-20 00:00:00,2019-12-22 00:00:00,Second Class,HR-14830,OFF-EN-10003661,5.54,1,0,2.32,0.63,High
750,MX-2012-100293,2019-11-17 00:00:00,2019-11-19 00:00:00,First Class,AS-10285,FUR-CH-10004783,150.24,4,0,20.96,49.33,Critical
751,MX-2012-100293,2019-11-17 00:00:00,2019-11-19 00:00:00,First Class,AS-10285,TEC-AC-10000957,551.36,8,0,148.8,79.19,Critical
769,MX-2012-120537,2019-09-06 00:00:00,2019-09-11 00:00:00,Standard Class,VP-21730,FUR-FU-10000850,133.76,4,0,65.52,20.73,High
773,MX-2012-124443,2019-03-30 00:00:00,2019-04-05 00:00:00,Standard Class,RS-19420,TEC-CO-10000296,381.19608,3,0.002,144.37608,32.74,Medium
774,MX-2012-124443,2019-03-30 00:00:00,2019-04-05 00:00:00,Standard Class,RS-19420,OFF-SU-10001923,114.72,6,0,29.76,10.79,Medium
