Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
41,MX-2014-121398,2021-12-09 00:00:00,2021-12-11 00:00:00,Second Class,AR-10825,OFF-SU-10001132,62.4,3,0.2,8.58,15.74,Critical
43,MX-2014-142643,2021-10-29 00:00:00,2021-11-02 00:00:00,Standard Class,MT-17815,TEC-MA-10003625,414,2,0,45.52,21.91,Medium
44,MX-2014-142643,2021-10-29 00:00:00,2021-11-02 00:00:00,Standard Class,MT-17815,OFF-AP-10002681,722.36,2,0,50.56,44.08,Medium
45,MX-2014-142643,2021-10-29 00:00:00,2021-11-02 00:00:00,Standard Class,MT-17815,TEC-AC-10004939,56.34,3,0,3.9,2.52,Medium
46,MX-2014-164959,2021-01-16 00:00:00,2021-01-17 00:00:00,Same Day,LC-16960,FUR-CH-10002088,168.96,3,0,40.5,55.02,Critical
50,MX-2014-100783,2021-05-06 00:00:00,2021-05-10 00:00:00,Standard Class,MG-18205,OFF-FA-10002353,44.9,5,0,8.5,3.21,Medium
62,MX-2014-116337,2021-05-16 00:00:00,2021-05-16 00:00:00,Same Day,MG-18205,FUR-BO-10000624,875.22,3,0,139.98,220.77,High
64,MX-2014-165442,2021-03-14 00:00:00,2021-03-17 00:00:00,First Class,BT-11530,OFF-BI-10003952,68.6,2,0,26.72,14.02,High
65,MX-2014-165442,2021-03-14 00:00:00,2021-03-17 00:00:00,First Class,BT-11530,OFF-BI-10002080,48.7,5,0,17.5,9.93,High
71,US-2014-120194,2021-09-12 00:00:00,2021-09-19 00:00:00,Standard Class,TZ-21445,FUR-TA-10004937,928.256,2,0.2,-81.224,75.01,Medium
77,US-2014-157630,2021-06-25 00:00:00,2021-06-29 00:00:00,Standard Class,LR-16915,OFF-SU-10003236,18.528,2,0.4,-8.352,1.11,Medium
78,US-2014-157630,2021-06-25 00:00:00,2021-06-29 00:00:00,Standard Class,LR-16915,OFF-ST-10002471,158.76,2,0.4,15.84,12.38,Medium
79,US-2014-157630,2021-06-25 00:00:00,2021-06-29 00:00:00,Standard Class,LR-16915,OFF-SU-10002816,121.716,7,0.4,-2.044,7.76,Medium
86,MX-2014-165925,2021-01-22 00:00:00,2021-01-27 00:00:00,Standard Class,CS-12355,OFF-PA-10003380,36.72,3,0,10.26,2.69,Medium
87,MX-2014-137365,2021-06-18 00:00:00,2021-06-23 00:00:00,Standard Class,PS-18760,OFF-FA-10002247,76.96,8,0,9.92,10.71,High
88,MX-2014-137365,2021-06-18 00:00:00,2021-06-23 00:00:00,Standard Class,PS-18760,FUR-FU-10003150,39.024,2,0.4,-1.976,1.65,High
108,US-2014-112368,2021-06-08 00:00:00,2021-06-12 00:00:00,Second Class,TT-21265,OFF-AR-10000503,16.08,4,0.4,-5.36,2.22,High
109,US-2014-112368,2021-06-08 00:00:00,2021-06-12 00:00:00,Second Class,TT-21265,OFF-PA-10001470,11.172,1,0.4,-0.188,1.71,High
111,MX-2014-162152,2021-08-15 00:00:00,2021-08-22 00:00:00,Standard Class,SC-20680,TEC-PH-10000087,465,5,0,27.9,55.56,Low
116,MX-2014-145051,2021-02-24 00:00:00,2021-03-02 00:00:00,Standard Class,TS-21085,OFF-FA-10003123,27.76,5,0.2,1.36,1.61,Medium
117,MX-2014-167801,2021-11-28 00:00:00,2021-12-02 00:00:00,Second Class,SS-20410,TEC-PH-10000347,461.9,5,0,101.6,78.48,Medium
125,MX-2014-148488,2021-06-04 00:00:00,2021-06-06 00:00:00,First Class,JL-15130,FUR-CH-10000105,145.1,5,0,63.8,28.48,Medium
126,MX-2014-148488,2021-06-04 00:00:00,2021-06-06 00:00:00,First Class,JL-15130,TEC-CO-10001756,191.85552,2,0.002,74.57552,32.39,Medium
127,MX-2014-148488,2021-06-04 00:00:00,2021-06-06 00:00:00,First Class,JL-15130,OFF-EN-10004518,199.2,8,0,63.68,30.21,Medium
128,MX-2014-148488,2021-06-04 00:00:00,2021-06-06 00:00:00,First Class,JL-15130,FUR-CH-10002653,191.2,2,0,38.24,6.47,Medium
129,MX-2014-148488,2021-06-04 00:00:00,2021-06-06 00:00:00,First Class,JL-15130,OFF-AR-10003123,107.82,3,0,51.72,10.82,Medium
131,MX-2014-135265,2021-12-25 00:00:00,2021-12-31 00:00:00,Standard Class,DR-12880,OFF-PA-10001164,47.4,3,0,22.26,4.39,Medium
133,US-2014-118752,2021-09-29 00:00:00,2021-10-04 00:00:00,Standard Class,TT-21460,OFF-FA-10004781,14.144,2,0.2,-1.256,0.89,Medium
134,US-2014-118752,2021-09-29 00:00:00,2021-10-04 00:00:00,Standard Class,TT-21460,OFF-BI-10002414,5.552,1,0.2,-0.768,0.18,Medium
135,MX-2014-128762,2021-10-29 00:00:00,2021-11-03 00:00:00,Standard Class,FW-14395,OFF-LA-10000203,13.32,5,0.4,0.42,1.11,Medium
136,MX-2014-128762,2021-10-29 00:00:00,2021-11-03 00:00:00,Standard Class,FW-14395,OFF-AP-10000621,373.284,3,0.4,49.764,30.01,Medium
137,MX-2014-128762,2021-10-29 00:00:00,2021-11-03 00:00:00,Standard Class,FW-14395,OFF-BI-10004080,5.598,1,0.7,-13.062,0.4,Medium
160,MX-2014-133053,2021-12-18 00:00:00,2021-12-20 00:00:00,Second Class,GP-14740,OFF-AR-10001694,168.4,5,0,3.3,24.44,High
161,MX-2014-133053,2021-12-18 00:00:00,2021-12-20 00:00:00,Second Class,GP-14740,OFF-EN-10004988,152.64,6,0,35.04,31.56,High
164,US-2014-155194,2021-07-24 00:00:00,2021-07-29 00:00:00,Standard Class,TZ-21580,OFF-AP-10000604,362.952,3,0.4,-60.528,30.05,Medium
185,MX-2014-141684,2021-10-16 00:00:00,2021-10-19 00:00:00,Second Class,HF-14995,TEC-PH-10003254,141.888,4,0.2,19.488,4.89,Medium
193,MX-2014-102351,2021-11-19 00:00:00,2021-11-24 00:00:00,Standard Class,CM-12445,OFF-EN-10003529,58.3,5,0,15.1,1.86,Medium
196,MX-2014-134922,2021-07-02 00:00:00,2021-07-07 00:00:00,Second Class,RW-19630,FUR-CH-10003733,89.248,2,0.2,6.688,12.85,High
203,MX-2014-118584,2021-10-09 00:00:00,2021-10-16 00:00:00,Standard Class,CS-12490,OFF-ST-10002499,256.74,3,0,0,26.59,Low
204,MX-2014-133984,2021-12-02 00:00:00,2021-12-06 00:00:00,Standard Class,FP-14320,OFF-PA-10002237,118.8,9,0,56.88,8.37,Medium
208,US-2014-146080,2021-04-01 00:00:00,2021-04-01 00:00:00,Same Day,MW-18220,FUR-CH-10000528,67.776,2,0.4,-44.064,8.77,Critical
209,US-2014-146080,2021-04-01 00:00:00,2021-04-01 00:00:00,Same Day,MW-18220,OFF-BI-10003372,63.504,6,0.7,-146.136,12.79,Critical
210,US-2014-146080,2021-04-01 00:00:00,2021-04-01 00:00:00,Same Day,MW-18220,OFF-EN-10003352,24.024,2,0.4,3.184,6.74,Critical
211,US-2014-146080,2021-04-01 00:00:00,2021-04-01 00:00:00,Same Day,MW-18220,OFF-BI-10003184,2.316,2,0.7,-2.564,0.35,Critical
212,US-2014-146080,2021-04-01 00:00:00,2021-04-01 00:00:00,Same Day,MW-18220,OFF-FA-10004586,8.184,2,0.4,-2.056,2.47,Critical
213,US-2014-146080,2021-04-01 00:00:00,2021-04-01 00:00:00,Same Day,MW-18220,OFF-EN-10001755,198.528,11,0.4,-23.232,42.67,Critical
215,MX-2014-134306,2021-10-28 00:00:00,2021-11-01 00:00:00,Standard Class,DO-13435,OFF-BI-10001613,8.6,2,0,3.6,0.82,Medium
228,MX-2014-146101,2021-12-23 00:00:00,2021-12-30 00:00:00,Standard Class,BM-11140,OFF-EN-10001109,86.7,5,0,35.5,8.43,Medium
229,MX-2014-111927,2021-10-07 00:00:00,2021-10-09 00:00:00,First Class,CL-12700,FUR-BO-10003543,398.52,3,0,191.28,35.21,High
230,MX-2014-107930,2021-07-21 00:00:00,2021-07-23 00:00:00,Second Class,RK-19300,OFF-PA-10003513,29.88,2,0,13.44,7.82,Critical
231,MX-2014-107930,2021-07-21 00:00:00,2021-07-23 00:00:00,Second Class,RK-19300,OFF-AR-10001061,63.48,2,0,30.44,16.34,Critical
232,MX-2014-107930,2021-07-21 00:00:00,2021-07-23 00:00:00,Second Class,RK-19300,FUR-CH-10000343,1219.04,5,0.2,198.04,185.44,Critical
233,MX-2014-107930,2021-07-21 00:00:00,2021-07-23 00:00:00,Second Class,RK-19300,TEC-CO-10000917,176.38652,1,0.002,26.14652,39.43,Critical
234,MX-2014-107930,2021-07-21 00:00:00,2021-07-23 00:00:00,Second Class,RK-19300,FUR-CH-10003109,229.056,3,0.2,8.556,88.45,Critical
237,MX-2014-165435,2021-05-07 00:00:00,2021-05-11 00:00:00,Second Class,KD-16495,FUR-BO-10002325,549.52,2,0,109.88,31.65,Medium
245,MX-2014-141068,2021-03-12 00:00:00,2021-03-18 00:00:00,Standard Class,GB-14530,OFF-LA-10000203,22.2,5,0,9.3,1.74,Medium
246,MX-2014-141068,2021-03-12 00:00:00,2021-03-18 00:00:00,Standard Class,GB-14530,OFF-SU-10003701,44,4,0,3.52,2.8,Medium
249,MX-2014-148642,2021-11-10 00:00:00,2021-11-14 00:00:00,Standard Class,TT-21265,OFF-AR-10001072,41.2,5,0,5.7,4.46,High
250,MX-2014-148642,2021-11-10 00:00:00,2021-11-14 00:00:00,Standard Class,TT-21265,OFF-BI-10000769,43.7,5,0,12.2,5.97,High
255,MX-2014-157560,2021-09-26 00:00:00,2021-09-28 00:00:00,First Class,LW-16990,OFF-ST-10001335,188.84,2,0,41.52,16.69,High
268,MX-2014-159282,2021-07-21 00:00:00,2021-07-26 00:00:00,Standard Class,DJ-13510,FUR-CH-10003941,607.36,2,0,133.6,0.88,Medium
269,MX-2014-159282,2021-07-21 00:00:00,2021-07-26 00:00:00,Standard Class,DJ-13510,OFF-EN-10000755,92.4,4,0,45.2,6.86,Medium
270,MX-2014-159282,2021-07-21 00:00:00,2021-07-26 00:00:00,Standard Class,DJ-13510,OFF-FA-10002427,26.82,3,0,0.24,3.47,Medium
271,US-2014-148796,2021-04-02 00:00:00,2021-04-09 00:00:00,Standard Class,KM-16720,OFF-BI-10000963,3.432,2,0.7,-4.928,0.6,Low
272,US-2014-148796,2021-04-02 00:00:00,2021-04-09 00:00:00,Standard Class,KM-16720,OFF-ST-10000836,43.368,2,0.4,-22.432,2.97,Low
273,MX-2014-169586,2021-11-21 00:00:00,2021-11-26 00:00:00,Second Class,BB-11545,OFF-FA-10003929,53.7,5,0,14.4,5.68,Medium
274,US-2014-138415,2021-09-03 00:00:00,2021-09-07 00:00:00,Second Class,MN-17935,OFF-BI-10001895,102.84,5,0.4,-3.46,18.49,High
275,US-2014-138415,2021-09-03 00:00:00,2021-09-07 00:00:00,Second Class,MN-17935,OFF-SU-10001515,29.016,2,0.4,-6.304,4.89,High
281,US-2014-128279,2021-11-20 00:00:00,2021-11-25 00:00:00,Standard Class,KB-16405,FUR-FU-10004842,14.952,3,0.6,-22.428,1.25,Medium
282,MX-2014-155551,2021-09-13 00:00:00,2021-09-13 00:00:00,Same Day,DH-13675,FUR-CH-10004338,90.3,3,0,3.6,9.52,High
284,US-2014-127600,2021-04-17 00:00:00,2021-04-22 00:00:00,Standard Class,SB-20290,OFF-ST-10004660,31.536,6,0.6,-41.064,2.86,Medium
303,MX-2014-160402,2021-10-16 00:00:00,2021-10-21 00:00:00,Standard Class,TB-21280,OFF-PA-10002295,98.22,3,0,35.34,5.33,Medium
304,MX-2014-160402,2021-10-16 00:00:00,2021-10-21 00:00:00,Standard Class,TB-21280,OFF-ST-10002522,46.44,3,0,18.54,5.37,Medium
305,MX-2014-130666,2021-11-01 00:00:00,2021-11-06 00:00:00,Standard Class,PB-19150,TEC-AC-10002799,69.18,1,0,21.44,5.6,Medium
306,MX-2014-130666,2021-11-01 00:00:00,2021-11-06 00:00:00,Standard Class,PB-19150,OFF-EN-10002725,65.84,4,0,15.12,2.86,Medium
313,US-2014-108203,2021-09-26 00:00:00,2021-10-02 00:00:00,Standard Class,PJ-19015,OFF-EN-10003472,28.584,6,0.4,-12.936,1.67,Medium
314,US-2014-108203,2021-09-26 00:00:00,2021-10-02 00:00:00,Standard Class,PJ-19015,OFF-BI-10001987,40.872,2,0.4,-26.568,3.8,Medium
315,US-2014-108203,2021-09-26 00:00:00,2021-10-02 00:00:00,Standard Class,PJ-19015,OFF-AP-10004569,82.548,3,0.4,-27.552,7.34,Medium
316,US-2014-108203,2021-09-26 00:00:00,2021-10-02 00:00:00,Standard Class,PJ-19015,OFF-FA-10002427,21.456,4,0.4,-13.984,1.55,Medium
317,MX-2014-164112,2021-10-28 00:00:00,2021-10-30 00:00:00,First Class,CR-12820,TEC-MA-10004236,1600.96,8,0,368.16,58.46,High
318,MX-2014-164112,2021-10-28 00:00:00,2021-10-30 00:00:00,First Class,CR-12820,OFF-AP-10003043,303.3,5,0,42.4,8.48,High
319,MX-2014-164112,2021-10-28 00:00:00,2021-10-30 00:00:00,First Class,CR-12820,OFF-SU-10004446,53.7,5,0,13.4,15.74,High
322,MX-2014-139976,2021-12-08 00:00:00,2021-12-12 00:00:00,Standard Class,LW-16990,OFF-AR-10002677,34.92,3,0,7.32,3.55,Medium
323,MX-2014-165568,2021-07-24 00:00:00,2021-07-28 00:00:00,Second Class,NF-18595,OFF-LA-10001800,37.9,5,0,2.6,0.53,Medium
327,US-2014-161186,2021-12-28 00:00:00,2022-01-01 00:00:00,Standard Class,SG-20080,TEC-AC-10004044,31.848,2,0.4,-6.392,1.11,Medium
334,MX-2014-112347,2021-07-16 00:00:00,2021-07-20 00:00:00,Standard Class,SA-20830,TEC-CO-10003262,718.97916,3,0.002,99.35916,19.09,High
346,MX-2014-122574,2021-12-29 00:00:00,2022-01-01 00:00:00,First Class,AG-10300,OFF-FA-10003499,54.48,6,0,10.32,2.96,Medium
347,MX-2014-122574,2021-12-29 00:00:00,2022-01-01 00:00:00,First Class,AG-10300,OFF-EN-10002855,328.8,10,0,147.8,58.45,Medium
351,US-2014-128587,2021-06-12 00:00:00,2021-06-14 00:00:00,Second Class,AG-10330,OFF-BI-10001191,1.956,1,0.4,-0.424,0.54,Critical
352,US-2014-128587,2021-06-12 00:00:00,2021-06-14 00:00:00,Second Class,AG-10330,TEC-CO-10002427,209.01296,2,0.402,-7.70704,58.67,Critical
353,US-2014-128587,2021-06-12 00:00:00,2021-06-14 00:00:00,Second Class,AG-10330,OFF-ST-10002781,154.656,3,0.4,-5.184,29.66,Critical
354,US-2014-128587,2021-06-12 00:00:00,2021-06-14 00:00:00,Second Class,AG-10330,FUR-BO-10001201,98.808,2,0.4,4.928,17.97,Critical
355,US-2014-128587,2021-06-12 00:00:00,2021-06-14 00:00:00,Second Class,AG-10330,OFF-EN-10004057,49.62,5,0.4,-31.48,15.68,Critical
356,US-2014-128587,2021-06-12 00:00:00,2021-06-14 00:00:00,Second Class,AG-10330,OFF-FA-10001175,22.68,5,0.4,-9.12,5.58,Critical
371,MX-2014-131366,2021-08-20 00:00:00,2021-08-23 00:00:00,First Class,TP-21565,OFF-SU-10003474,73.02,3,0,14.58,13.88,Medium
372,MX-2014-131366,2021-08-20 00:00:00,2021-08-23 00:00:00,First Class,TP-21565,FUR-BO-10004142,1168.4,5,0.2,306.7,47.81,Medium
373,MX-2014-131366,2021-08-20 00:00:00,2021-08-23 00:00:00,First Class,TP-21565,TEC-PH-10003945,111.22,1,0,1.1,21.73,Medium
374,MX-2014-131366,2021-08-20 00:00:00,2021-08-23 00:00:00,First Class,TP-21565,FUR-CH-10002132,273.472,4,0.2,95.712,39.12,Medium
375,MX-2014-131366,2021-08-20 00:00:00,2021-08-23 00:00:00,First Class,TP-21565,FUR-FU-10004013,19.08,2,0.4,-12.12,2.02,Medium
390,MX-2014-131149,2021-11-26 00:00:00,2021-11-29 00:00:00,Second Class,KH-16690,TEC-PH-10001917,262.14,3,0,5.22,17.8,Medium
397,MX-2014-118689,2021-05-26 00:00:00,2021-05-30 00:00:00,Standard Class,JC-16105,OFF-SU-10004780,23.28,1,0,1.86,1.86,Medium
398,MX-2014-139367,2021-05-30 00:00:00,2021-06-01 00:00:00,Second Class,JD-16015,FUR-CH-10000430,219.456,3,0.2,24.636,27.3,Medium
399,MX-2014-139367,2021-05-30 00:00:00,2021-06-01 00:00:00,Second Class,JD-16015,OFF-AR-10000845,30.24,3,0,11.76,1.07,Medium
400,MX-2014-139367,2021-05-30 00:00:00,2021-06-01 00:00:00,Second Class,JD-16015,OFF-SU-10001132,52,2,0,16.12,8.33,Medium
403,MX-2014-105557,2021-03-27 00:00:00,2021-03-29 00:00:00,First Class,DK-12895,OFF-ST-10003858,457.8,5,0,54.9,3.46,Medium
404,MX-2014-105557,2021-03-27 00:00:00,2021-03-29 00:00:00,First Class,DK-12895,OFF-FA-10001684,36.5,5,0,13.5,3.87,Medium
405,US-2014-139444,2021-05-06 00:00:00,2021-05-11 00:00:00,Standard Class,NR-18550,OFF-LA-10002183,5.488,1,0.2,-0.412,0.49,Medium
409,MX-2014-120334,2021-12-09 00:00:00,2021-12-13 00:00:00,Standard Class,RC-19960,OFF-AP-10003477,47.36,1,0,0,3.73,Medium
410,MX-2014-120334,2021-12-09 00:00:00,2021-12-13 00:00:00,Standard Class,RC-19960,TEC-PH-10003870,182.24,2,0,21.84,15.44,Medium
411,US-2014-158813,2021-11-24 00:00:00,2021-11-28 00:00:00,Standard Class,DB-12910,OFF-BI-10004145,3.624,4,0.7,-3.576,0.24,Medium
412,US-2014-158813,2021-11-24 00:00:00,2021-11-28 00:00:00,Standard Class,DB-12910,FUR-TA-10001602,402.96,4,0.7,-725.36,25.2,Medium
419,MX-2014-114930,2021-06-05 00:00:00,2021-06-09 00:00:00,Standard Class,KN-16390,FUR-FU-10001142,67.08,2,0,10.04,7.76,Medium
420,MX-2014-120215,2021-10-13 00:00:00,2021-10-19 00:00:00,Standard Class,BE-11335,OFF-BI-10002222,15.28,2,0,1.96,1.02,Medium
421,MX-2014-106901,2021-10-17 00:00:00,2021-10-20 00:00:00,First Class,LS-17200,OFF-AR-10004010,243.6,14,0,102.2,47.54,High
422,MX-2014-106901,2021-10-17 00:00:00,2021-10-20 00:00:00,First Class,LS-17200,OFF-FA-10002084,17.48,2,0,0,1.68,High
423,MX-2014-106901,2021-10-17 00:00:00,2021-10-20 00:00:00,First Class,LS-17200,FUR-CH-10002555,516,6,0,175.44,37.16,High
424,MX-2014-106901,2021-10-17 00:00:00,2021-10-20 00:00:00,First Class,LS-17200,FUR-TA-10002433,1773.72,6,0,212.76,205.11,High
429,US-2014-140424,2021-06-27 00:00:00,2021-07-02 00:00:00,Second Class,MC-17575,OFF-EN-10001443,23.616,4,0.4,-0.064,2.26,High
430,US-2014-140424,2021-06-27 00:00:00,2021-07-02 00:00:00,Second Class,MC-17575,OFF-EN-10003352,12.012,1,0.4,1.592,1.9,High
452,MX-2014-136973,2021-09-17 00:00:00,2021-09-21 00:00:00,Second Class,GZ-14545,FUR-BO-10002235,463.104,6,0.2,92.544,50.13,High
453,MX-2014-136973,2021-09-17 00:00:00,2021-09-21 00:00:00,Second Class,GZ-14545,TEC-CO-10004171,447.74272,4,0.002,178.54272,54.01,High
456,MX-2014-159863,2021-12-02 00:00:00,2021-12-06 00:00:00,Standard Class,PM-18940,TEC-CO-10002523,575.92584,6,0.002,235.36584,70.85,High
457,MX-2014-159863,2021-12-02 00:00:00,2021-12-06 00:00:00,Standard Class,PM-18940,TEC-CO-10001818,195.52816,2,0.002,13.28816,14.79,High
458,MX-2014-154480,2021-08-29 00:00:00,2021-09-05 00:00:00,Standard Class,BV-11245,OFF-SU-10000926,92.4,3,0,34.14,2.24,Medium
459,MX-2014-154480,2021-08-29 00:00:00,2021-09-05 00:00:00,Standard Class,BV-11245,FUR-TA-10004937,2320.64,5,0.2,-203.06,130.77,Medium
461,MX-2014-132507,2021-08-04 00:00:00,2021-08-08 00:00:00,Standard Class,MB-18085,OFF-LA-10000236,35.44,4,0,0,2.15,Medium
462,MX-2014-132507,2021-08-04 00:00:00,2021-08-08 00:00:00,Standard Class,MB-18085,OFF-ST-10001890,96.9,3,0,41.64,6.57,Medium
463,MX-2014-132507,2021-08-04 00:00:00,2021-08-08 00:00:00,Standard Class,MB-18085,FUR-FU-10002696,90.624,2,0.4,-18.136,6.49,Medium
465,MX-2014-131730,2021-10-18 00:00:00,2021-10-25 00:00:00,Standard Class,SP-20650,OFF-PA-10003513,29.88,2,0,13.44,1.75,Medium
472,MX-2014-119424,2021-08-05 00:00:00,2021-08-09 00:00:00,Standard Class,MD-17350,OFF-BI-10000827,41.36,4,0,11.12,2.23,Medium
473,MX-2014-147354,2021-10-03 00:00:00,2021-10-08 00:00:00,Standard Class,MO-17800,OFF-PA-10001878,157,5,0,18.8,13.41,Medium
474,MX-2014-147354,2021-10-03 00:00:00,2021-10-08 00:00:00,Standard Class,MO-17800,TEC-PH-10002708,246.3,3,0,39.36,15.56,Medium
483,US-2014-116869,2021-12-13 00:00:00,2021-12-17 00:00:00,Standard Class,EH-13765,OFF-BI-10004305,8.208,3,0.4,-2.352,0.64,Medium
484,US-2014-116869,2021-12-13 00:00:00,2021-12-17 00:00:00,Standard Class,EH-13765,FUR-FU-10000705,177.792,4,0.4,-94.848,13.14,Medium
489,US-2014-108700,2021-10-10 00:00:00,2021-10-12 00:00:00,Second Class,TB-21355,OFF-EN-10003175,32.508,3,0.4,-13.572,3.95,High
497,US-2014-154627,2021-11-20 00:00:00,2021-11-23 00:00:00,First Class,JH-15430,OFF-EN-10004989,64.8,6,0.4,-35.64,10.84,Medium
503,US-2014-135160,2021-09-27 00:00:00,2021-09-29 00:00:00,Second Class,BF-11275,FUR-BO-10001739,826.56,5,0.4,-303.14,85.31,High
504,US-2014-135160,2021-09-27 00:00:00,2021-09-29 00:00:00,Second Class,BF-11275,OFF-ST-10001440,135.576,7,0.4,15.736,20.15,High
505,US-2014-131786,2021-10-29 00:00:00,2021-11-03 00:00:00,Standard Class,BS-11665,OFF-BI-10000126,10.188,3,0.4,-2.772,0.42,Medium
513,MX-2014-157798,2021-10-30 00:00:00,2021-11-03 00:00:00,Second Class,KN-16390,TEC-CO-10001309,758.85924,3,0.002,21.27924,106.69,Medium
514,MX-2014-157798,2021-10-30 00:00:00,2021-11-03 00:00:00,Second Class,KN-16390,OFF-EN-10004560,22.6,2,0,7.44,2.09,Medium
515,MX-2014-157798,2021-10-30 00:00:00,2021-11-03 00:00:00,Second Class,KN-16390,OFF-BI-10003373,163.2,5,0,45.6,20.08,Medium
516,MX-2014-157798,2021-10-30 00:00:00,2021-11-03 00:00:00,Second Class,KN-16390,OFF-EN-10004057,82.7,5,0,1.6,8.17,Medium
517,US-2014-127292,2021-04-03 00:00:00,2021-04-05 00:00:00,Second Class,BS-11380,OFF-BI-10001254,78.72,4,0.4,-23.68,11.68,High
518,US-2014-127292,2021-04-03 00:00:00,2021-04-05 00:00:00,Second Class,BS-11380,OFF-EN-10000857,76.5,5,0.4,-5.1,12.32,High
519,US-2014-127292,2021-04-03 00:00:00,2021-04-05 00:00:00,Second Class,BS-11380,OFF-LA-10000203,13.32,5,0.4,0.42,1.51,High
529,MX-2014-100090,2021-06-11 00:00:00,2021-06-17 00:00:00,Standard Class,EH-14185,OFF-ST-10004532,447.2,5,0,147.5,77.15,Low
530,MX-2014-118766,2021-05-09 00:00:00,2021-05-14 00:00:00,Standard Class,AG-10765,OFF-FA-10001029,74.16,9,0,3.6,3.99,High
531,MX-2014-118766,2021-05-09 00:00:00,2021-05-14 00:00:00,Standard Class,AG-10765,FUR-FU-10002696,679.68,9,0,190.26,56.24,High
547,US-2014-151526,2021-10-25 00:00:00,2021-11-01 00:00:00,Standard Class,DB-13360,OFF-SU-10003371,17.484,1,0.4,-11.656,2.01,Low
554,US-2014-139941,2021-12-04 00:00:00,2021-12-07 00:00:00,First Class,RA-19915,FUR-FU-10004338,15.144,2,0.4,-1.536,3.24,Critical
555,US-2014-139941,2021-12-04 00:00:00,2021-12-07 00:00:00,First Class,RA-19915,OFF-BI-10003883,60.6,6,0,18.12,24.61,Critical
556,US-2014-139941,2021-12-04 00:00:00,2021-12-07 00:00:00,First Class,RA-19915,OFF-AR-10002650,15.68,1,0,7.04,6.08,Critical
557,US-2014-139941,2021-12-04 00:00:00,2021-12-07 00:00:00,First Class,RA-19915,TEC-AC-10000890,345.28,2,0,117.36,89.69,Critical
558,US-2014-139941,2021-12-04 00:00:00,2021-12-07 00:00:00,First Class,RA-19915,FUR-BO-10004162,183.136,2,0.2,48.056,47.84,Critical
559,US-2014-139941,2021-12-04 00:00:00,2021-12-07 00:00:00,First Class,RA-19915,TEC-AC-10004434,59.22,3,0,28.98,21.53,Critical
563,MX-2014-101378,2021-01-17 00:00:00,2021-01-21 00:00:00,Standard Class,TP-21415,TEC-PH-10003636,84.06,1,0,18.48,3.81,Medium
564,MX-2014-101378,2021-01-17 00:00:00,2021-01-21 00:00:00,Standard Class,TP-21415,FUR-FU-10003408,44.34,3,0,10.62,5.25,Medium
565,MX-2014-101378,2021-01-17 00:00:00,2021-01-21 00:00:00,Standard Class,TP-21415,TEC-MA-10000124,231.44,2,0,39.32,23.9,Medium
566,MX-2014-100811,2021-04-28 00:00:00,2021-05-03 00:00:00,Standard Class,EK-13795,FUR-BO-10004725,412.896,2,0.2,20.616,14.95,Medium
567,US-2014-100237,2021-06-23 00:00:00,2021-06-28 00:00:00,Second Class,LB-16735,TEC-AC-10002799,83.016,2,0.4,-12.464,10.79,Medium
